citizen_id,declared_income,tax_paid,phone_count,filing_status_encoded,total_vehicle_value,vehicle_count,max_vehicle_value,total_property_value,property_count,avg_monthly_electricity,avg_monthly_gas,total_utility_spend,foreign_travel_count,business_class_trips,luxury_destination_count,business_count,directorship_count,total_share_value,avg_bank_balance,avg_monthly_transactions,graph_degree_centrality,graph_betweenness,income_to_asset_ratio,tax_to_income_ratio,utility_to_income_ratio
CZ-360FDE55,6400210.0,929910.0,1,0.0,0.0,0,0.0,43436630.0,1,0.0,0.0,0.0,1,0,1,1,0,0.0,6084040.0,0.0,0.0,0.0,0.14734591518725093,0.14529367005145144,0.0
CZ-C1E3868F,0.0,0.0,1,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,1,0,1,1,0,0.0,14400280.0,0.0,0.0,0.0,0.0,0.0,0.0
CZ-BCE268EE,15832550.0,3090530.0,1,1.0,0.0,0,0.0,90200380.0,1,0.0,0.0,0.0,1,0,1,2,0,0.0,41677910.0,0.0,0.0,0.0,0.1755264223942294,0.1952010257349574,0.0
CZ-4E2B6261,15704780.0,1863930.0,1,1.0,5910000.0,1,5910000.0,0.0,0,0.0,0.0,0.0,0,0,0,0,0,0.0,7842270.0,0.0,0.0,0.0,1.0,0.11868552122347463,0.0
CZ-6845700E,0.0,0.0,1,0.0,0.0,0,0.0,27324120.0,1,0.0,0.0,0.0,1,0,0,0,0,0.0,7657730.0,0.0,0.0,0.0,0.0,0.0,0.0
CZ-F23EACCD,0.0,0.0,1,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,1,0,1,0,0,0.0,14082880.0,0.0,0.0,0.0,0.0,0.0,0.0
CZ-C1B347F6,3456870.0,1026290.0,1,1.0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.2968841755692288,0.0
CZ-CC2E5BB9,0.0,0.0,1,0.0,0.0,0,0.0,56391290.0,2,0.0,0.0,0.0,2,0,2,0,0,0.0,1410980.0,0.0,0.0,0.0,0.0,0.0,0.0
CZ-418E1F9B,7745670.0,915080.0,1,1.0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0,0,0,1,0,0.0,20604010.0,0.0,0.0,0.0,0.0,0.1181408451431574,0.0
CZ-6AA51DCB,25927690.0,2116410.0,1,1.0,0.0,0,0.0,78726700.0,1,0.0,0.0,0.0,2,0,2,0,0,0.0,47731395.0,0.0,0.0,0.0,0.32933795014906,0.08162740298113716,0.0
CZ-FD3B5303,18344950.0,4088780.0,1,1.0,0.0,0,0.0,67040420.0,1,0.0,0.0,0.0,1,0,1,1,0,0.0,19945735.0,0.0,0.0,0.0,0.27364014127596453,0.22288313677606097,0.0
CZ-CD113AEE,3800960.0,0.0,1,1.0,7825000.0,2,4275000.0,0.0,0,0.0,0.0,0.0,1,0,1,0,0,0.0,7700120.0,0.0,0.0,0.0,0.4857456869009585,0.0,0.0
CZ-A28912A6,10591530.0,2049690.0,1,1.0,2152000.0,1,2152000.0,180867460.0,3,0.0,0.0,0.0,2,0,2,1,0,0.0,17736280.0,0.0,0.0,0.0,0.0578710591758931,0.1935216158571991,0.0
CZ-C1F7A103,36025150.0,7179830.0,1,1.0,0.0,1,0.0,0.0,1,0.0,0.0,0.0,0,0,0,1,0,0.0,51554680.0,0.0,0.0,0.0,0.0,0.19930048868637604,0.0
CZ-9C00CFBD,65141480.0,13000360.0,1,1.0,0.0,0,0.0,273844350.0,1,0.0,0.0,0.0,2,0,2,2,0,0.0,119564546.66666667,0.0,0.0,0.0,0.23787775793073693,0.1995711488286726,0.0
CZ-E449C525,0.0,0.0,1,0.0,2424000.0,1,2424000.0,0.0,0,0.0,0.0,0.0,1,0,1,0,0,0.0,20313740.0,0.0,0.0,0.0,0.0,0.0,0.0
CZ-1280A914,4843130.0,0.0,1,0.0,4644000.0,1,4644000.0,35653800.0,1,0.0,0.0,0.0,0,0,0,3,0,0.0,5774186.666666667,0.0,0.0,0.0,0.12018348396190363,0.0,0.0
CZ-AF3E8730,15505710.0,1965920.0,1,1.0,1510000.0,1,1510000.0,116966650.0,1,0.0,0.0,0.0,1,0,0,1,0,0.0,45933060.0,0.0,0.0,0.0,0.13087566199753284,0.12678684175055513,0.0
CZ-37ECF9F6,17498750.0,2644910.0,1,1.0,1597200.0,1,1597200.0,317976130.0,3,0.0,0.0,0.0,0,0,0,0,0,0.0,33988113.333333336,0.0,0.0,0.0,0.054756603124547346,0.15114851060790058,0.0
CZ-70E3EB27,4406070.0,0.0,1,1.0,0.0,0,0.0,36828260.0,2,0.0,0.0,0.0,2,0,2,1,0,0.0,6616900.0,0.0,0.0,0.0,0.1196382886402996,0.0,0.0
CZ-CB532BEC,21887210.0,2283510.0,1,1.0,2030000.0,1,2030000.0,0.0,0,0.0,0.0,0.0,1,0,0,2,0,0.0,60718270.0,0.0,0.0,0.0,1.0,0.10433079410304008,0.0
CZ-68EC4798,8678830.0,2042510.0,1,1.0,9188000.0,2,5960000.0,0.0,0,0.0,0.0,0.0,1,0,0,0,0,0.0,9093545.0,0.0,0.0,0.0,0.9445831519373096,0.23534393460869726,0.0
CZ-18CA4855,0.0,0.0,1,0.0,0.0,0,0.0,564166960.0,2,0.0,0.0,0.0,2,0,2,1,0,0.0,86926150.0,0.0,0.0,0.0,0.0,0.0,0.0
CZ-39D827AD,5093260.0,0.0,1,0.0,0.0,0,0.0,72429280.0,2,0.0,0.0,0.0,0,0,0,1,0,0.0,4909180.0,0.0,0.0,0.0,0.07032045603656421,0.0,0.0
CZ-07F22D27,0.0,1847590.0,1,1.0,0.0,0,0.0,48722730.0,1,0.0,0.0,0.0,1,0,1,0,0,0.0,19921100.0,0.0,0.0,0.0,0.0,0.0,0.0
CZ-85B205F3,0.0,0.0,1,0.0,15780000.0,3,11160000.0,183935570.0,2,0.0,0.0,0.0,1,0,1,1,0,0.0,31678215.0,0.0,0.0,0.0,0.0,0.0,0.0
CZ-669416D9,0.0,0.0,1,0.0,4620000.0,2,2904000.0,89162420.0,1,0.0,0.0,0.0,1,0,1,2,0,0.0,61251303.333333336,0.0,0.0,0.0,0.0,0.0,0.0
CZ-755BEC52,9892210.0,679240.0,1,0.0,0.0,1,0.0,32935940.0,1,0.0,0.0,0.0,0,0,0,1,0,0.0,12649520.0,0.0,0.0,0.0,0.3003469765854565,0.06866413066443192,0.0
CZ-57357565,2680480.0,0.0,1,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0,0,0,1,0,0.0,5861275.0,0.0,0.0,0.0,0.0,0.0,0.0
CZ-17B2C051,10188580.0,636790.0,1,1.0,2394000.0,1,2394000.0,0.0,0,0.0,0.0,0.0,1,0,0,0,0,0.0,23986450.0,0.0,0.0,0.0,1.0,0.06250036805914072,0.0
CZ-4D75C6B5,6452580.0,0.0,1,1.0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0,0,0,0,0,0.0,2688110.0,0.0,0.0,0.0,0.0,0.0,0.0
CZ-E00C22AE,0.0,0.0,1,0.0,844800.0,1,844800.0,0.0,0,0.0,0.0,0.0,1,0,1,2,0,0.0,26140170.0,0.0,0.0,0.0,0.0,0.0,0.0
CZ-6B0864AA,0.0,0.0,1,0.0,6156000.0,1,6156000.0,27431260.0,2,0.0,0.0,0.0,0,0,0,2,0,0.0,5594900.0,0.0,0.0,0.0,0.0,0.0,0.0
CZ-116FB384,0.0,0.0,1,0.0,858000.0,1,858000.0,0.0,0,0.0,0.0,0.0,0,0,0,1,0,0.0,60858120.0,0.0,0.0,0.0,0.0,0.0,0.0
CZ-C983A973,7967120.0,511790.0,1,1.0,0.0,0,0.0,52120890.0,1,0.0,0.0,0.0,1,0,1,0,0,0.0,4980320.0,0.0,0.0,0.0,0.15285847958467325,0.06423776722328771,0.0
CZ-04EA4CD6,0.0,0.0,1,0.0,1973400.0,2,1240800.0,59719210.0,3,0.0,0.0,0.0,0,0,0,0,0,0.0,5834405.0,0.0,0.0,0.0,0.0,0.0,0.0
CZ-00495BB8,0.0,0.0,1,0.0,1491600.0,1,1491600.0,70981810.0,1,0.0,0.0,0.0,0,0,0,1,0,0.0,26453980.0,0.0,0.0,0.0,0.0,0.0,0.0
CZ-760B4E84,4086790.0,0.0,1,0.0,3680000.0,1,3680000.0,0.0,0,0.0,0.0,0.0,0,0,0,1,0,0.0,8054230.0,0.0,0.0,0.0,1.0,0.0,0.0
CZ-19C6DC0E,0.0,0.0,1,0.0,10860000.0,1,10860000.0,0.0,0,0.0,0.0,0.0,1,0,0,0,0,0.0,74192730.0,0.0,0.0,0.0,0.0,0.0,0.0
CZ-03AC131A,0.0,0.0,1,0.0,13450000.0,2,7660000.0,0.0,0,0.0,0.0,0.0,0,0,0,1,0,0.0,41748130.0,0.0,0.0,0.0,0.0,0.0,0.0
CZ-5E219F6A,7464900.0,1205970.0,1,1.0,3816000.0,1,3816000.0,46993060.0,1,0.0,0.0,0.0,0,0,0,0,0,0.0,19206590.0,0.0,0.0,0.0,0.1469206476167833,0.16155206365791905,0.0
CZ-727161E6,3597630.0,0.0,1,0.0,0.0,0,0.0,20199500.0,1,0.0,0.0,0.0,1,0,1,1,0,0.0,2852530.0,0.0,0.0,0.0,0.17810490358672246,0.0,0.0
CZ-A88BC6EA,0.0,0.0,1,0.0,0.0,0,0.0,30881870.0,1,0.0,0.0,0.0,1,0,1,1,0,0.0,23871790.0,0.0,0.0,0.0,0.0,0.0,0.0
CZ-E7CB2749,0.0,0.0,1,0.0,2556000.0,1,2556000.0,82133140.0,1,0.0,0.0,0.0,1,0,1,1,0,0.0,20151910.0,0.0,0.0,0.0,0.0,0.0,0.0
CZ-BEA43110,13870840.0,888640.0,1,1.0,2944000.0,1,2944000.0,0.0,0,0.0,0.0,0.0,0,0,0,1,0,0.0,5851100.0,0.0,0.0,0.0,1.0,0.0640653341830776,0.0
CZ-74704FE9,0.0,0.0,1,0.0,7081000.0,2,5725000.0,0.0,0,0.0,0.0,0.0,1,0,1,1,0,0.0,8179645.0,0.0,0.0,0.0,0.0,0.0,0.0
CZ-65338FF6,24560230.0,3775920.0,1,1.0,0.0,0,0.0,156551200.0,1,0.0,0.0,0.0,2,0,1,1,0,0.0,20904990.0,0.0,0.0,0.0,0.15688305167893954,0.15374123125068453,0.0
CZ-E6FD4958,0.0,0.0,1,0.0,1841400.0,1,1841400.0,0.0,0,0.0,0.0,0.0,0,0,0,0,0,0.0,1645310.0,0.0,0.0,0.0,0.0,0.0,0.0
CZ-F5AC3149,11349100.0,2642270.0,1,1.0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,2,0,2,1,0,0.0,32344140.0,0.0,0.0,0.0,0.0,0.23281758024865407,0.0
CZ-6C8930E6,0.0,0.0,1,0.0,0.0,0,0.0,10943280.0,1,0.0,0.0,0.0,0,0,0,1,0,0.0,715810.0,0.0,0.0,0.0,0.0,0.0,0.0
CZ-58E3CBB3,18072480.0,1715880.0,1,1.0,1580000.0,1,1580000.0,291160620.0,2,0.0,0.0,0.0,1,0,1,2,0,0.0,19068790.0,0.0,0.0,0.0,0.061735470806886995,0.09494435738758598,0.0
CZ-AC0C2938,0.0,0.0,1,0.0,0.0,0,0.0,64129720.0,2,0.0,0.0,0.0,2,0,2,0,0,0.0,17611460.0,0.0,0.0,0.0,0.0,0.0,0.0
CZ-BBD8377B,0.0,0.0,1,0.0,2210000.0,1,2210000.0,0.0,0,0.0,0.0,0.0,0,0,0,1,0,0.0,3502480.0,0.0,0.0,0.0,0.0,0.0,0.0
CZ-8E762DA0,56104820.0,10535420.0,1,1.0,4935000.0,2,4935000.0,208997040.0,1,0.0,0.0,0.0,1,0,1,0,0,0.0,52860190.0,0.0,0.0,0.0,0.2622553405277676,0.18778101418024334,0.0
CZ-81E4C578,4877650.0,0.0,1,1.0,0.0,0,0.0,35978250.0,1,0.0,0.0,0.0,0,0,0,0,0,0.0,12869340.0,0.0,0.0,0.0,0.1355721859734701,0.0,0.0
CZ-BA5DAAD1,80301610.0,15429030.0,1,1.0,13055000.0,1,13055000.0,308303070.0,1,0.0,0.0,0.0,2,0,2,0,0,0.0,69632180.0,0.0,0.0,0.0,0.24988203968240164,0.19213848887961274,0.0
CZ-ED87BA1F,1699200.0,0.0,1,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,3,0,3,1,0,0.0,3185080.0,0.0,0.0,0.0,0.0,0.0,0.0
CZ-00E0766E,0.0,0.0,1,0.0,6112200.0,2,5010000.0,0.0,0,0.0,0.0,0.0,2,0,2,1,0,0.0,12568486.666666666,0.0,0.0,0.0,0.0,0.0,0.0
CZ-F0730913,11036810.0,1848780.0,1,1.0,5850000.0,1,5850000.0,0.0,0,0.0,0.0,0.0,0,0,0,0,0,0.0,2542680.0,0.0,0.0,0.0,1.0,0.16751035851844873,0.0
CZ-E1CFC9B2,12198220.0,1964180.0,1,1.0,1024000.0,1,1024000.0,98902640.0,1,0.0,0.0,0.0,2,0,1,2,0,0.0,2103220.0,0.0,0.0,0.0,0.12207175183714773,0.16102185400820776,0.0
CZ-B335FEEC,0.0,0.0,1,0.0,7960000.0,1,7960000.0,272628100.0,2,0.0,0.0,0.0,2,0,2,1,0,0.0,12271720.0,0.0,0.0,0.0,0.0,0.0,0.0
CZ-D57B9C91,7778400.0,1540410.0,1,0.0,7002000.0,1,7002000.0,103597600.0,2,0.0,0.0,0.0,0,0,0,1,0,0.0,1332740.0,0.0,0.0,0.0,0.07032936827981295,0.1980368713360074,0.0
CZ-366F2FB3,7101290.0,1147600.0,1,0.0,9981000.0,2,7680000.0,38831750.0,1,0.0,0.0,0.0,1,0,1,3,0,0.0,21390310.0,0.0,0.0,0.0,0.1454802280141971,0.16160444088327613,0.0
CZ-DAD37275,0.0,0.0,1,0.0,1320000.0,1,1320000.0,0.0,0,0.0,0.0,0.0,1,0,1,2,0,0.0,27520855.0,0.0,0.0,0.0,0.0,0.0,0.0
CZ-D3BE6A37,0.0,0.0,1,0.0,3237000.0,1,3237000.0,30785550.0,1,0.0,0.0,0.0,1,0,1,0,0,0.0,2064270.0,0.0,0.0,0.0,0.0,0.0,0.0
CZ-A3D4E6E5,16999330.0,1319670.0,1,1.0,3828000.0,1,3828000.0,0.0,0,0.0,0.0,0.0,1,0,1,1,0,0.0,24105300.0,0.0,0.0,0.0,1.0,0.07763070662196686,0.0
CZ-7367BDAC,74232670.0,15777510.0,1,1.0,0.0,0,0.0,669400600.0,1,0.0,0.0,0.0,1,0,1,1,0,0.0,124692365.0,0.0,0.0,0.0,0.1108942388160393,0.2125413244599716,0.0
CZ-072C085F,4576690.0,0.0,1,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,1,0,1,1,0,0.0,6352335.0,0.0,0.0,0.0,0.0,0.0,0.0
CZ-7DCDC509,13878700.0,2353990.0,1,1.0,5130000.0,1,5130000.0,85918310.0,1,0.0,0.0,0.0,0,0,0,1,0,0.0,11297565.0,0.0,0.0,0.0,0.15243226370703641,0.16961170714836404,0.0
CZ-961DAD12,0.0,0.0,1,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,1,0,1,0,0,0.0,25136880.0,0.0,0.0,0.0,0.0,0.0,0.0
CZ-24B9D2F7,0.0,0.0,1,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,1,0,1,1,0,0.0,28973650.0,0.0,0.0,0.0,0.0,0.0,0.0
CZ-EC8B98D4,2085060.0,0.0,1,1.0,5161000.0,2,4185000.0,26078300.0,2,0.0,0.0,0.0,2,0,1,1,0,0.0,1733955.0,0.0,0.0,0.0,0.06674477341041572,0.0,0.0
CZ-DE8C0906,0.0,0.0,1,0.0,1120000.0,1,1120000.0,0.0,0,0.0,0.0,0.0,0,0,0,1,0,0.0,11551070.0,0.0,0.0,0.0,0.0,0.0,0.0
CZ-EF920DBE,34004630.0,7296040.0,1,1.0,0.0,0,0.0,170971010.0,1,0.0,0.0,0.0,0,0,0,0,0,0.0,27386940.0,0.0,0.0,0.0,0.1988912038362527,0.21456019371479707,0.0
CZ-FB8D044A,2456810.0,0.0,1,1.0,0.0,1,0.0,29489500.0,2,0.0,0.0,0.0,0,0,0,2,0,0.0,984560.0,0.0,0.0,0.0,0.08331134810695333,0.0,0.0
CZ-355B3885,0.0,0.0,1,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0,0,0,1,0,0.0,3933595.0,0.0,0.0,0.0,0.0,0.0,0.0
CZ-F1F9EFFF,34700500.0,5210020.0,1,1.0,5100000.0,1,5100000.0,157718080.0,1,0.0,0.0,0.0,0,0,0,1,0,0.0,61905650.0,0.0,0.0,0.0,0.21312436554957534,0.1501425051512226,0.0
CZ-4FB12DED,0.0,0.0,1,0.0,2660000.0,1,2660000.0,8528490.0,1,0.0,0.0,0.0,2,0,1,2,0,0.0,5169730.0,0.0,0.0,0.0,0.0,0.0,0.0
CZ-7FF58D0C,0.0,0.0,1,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0,0,0,2,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CZ-2B38908B,0.0,0.0,1,0.0,0.0,0,0.0,69084790.0,1,0.0,0.0,0.0,0,0,0,1,0,0.0,14261635.0,0.0,0.0,0.0,0.0,0.0,0.0
CZ-B498A163,8567450.0,1102780.0,1,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,1,0,1,0,0,0.0,1240940.0,0.0,0.0,0.0,0.0,0.12871741299920048,0.0
CZ-C12A62B8,28377950.0,2028600.0,1,1.0,1399200.0,1,1399200.0,0.0,0,0.0,0.0,0.0,2,0,2,1,0,0.0,31130595.0,0.0,0.0,0.0,1.0,0.07148507908428904,0.0
CZ-687E9610,0.0,1115730.0,1,1.0,1174800.0,1,1174800.0,110319360.0,1,0.0,0.0,0.0,2,0,2,1,0,0.0,14927420.0,0.0,0.0,0.0,0.0,0.0,0.0
CZ-F601DE68,0.0,0.0,1,0.0,3952000.0,1,3952000.0,256255110.0,2,0.0,0.0,0.0,2,0,2,1,0,0.0,41533360.0,0.0,0.0,0.0,0.0,0.0,0.0
CZ-3CBF84C4,11065400.0,1494480.0,1,1.0,0.0,0,0.0,61186420.0,2,0.0,0.0,0.0,0,0,0,0,0,0.0,9048500.0,0.0,0.0,0.0,0.18084731873510496,0.13505883203499194,0.0
CZ-D5189E31,0.0,0.0,1,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,1,0,0,0,0,0.0,656660.0,0.0,0.0,0.0,0.0,0.0,0.0
CZ-ED48AD78,60866350.0,10718120.0,1,1.0,0.0,1,0.0,565333460.0,1,0.0,0.0,0.0,1,0,1,2,0,0.0,135301570.0,0.0,0.0,0.0,0.10766451007516874,0.17609270146805253,0.0
CZ-F609BBC0,7351750.0,1056350.0,1,1.0,3030000.0,1,3030000.0,0.0,0,0.0,0.0,0.0,1,0,1,0,0,0.0,13130995.0,0.0,0.0,0.0,1.0,0.1436868772741184,0.0
CZ-6DACC5F7,0.0,0.0,1,0.0,0.0,0,0.0,154801520.0,2,0.0,0.0,0.0,2,0,1,0,0,0.0,27765190.0,0.0,0.0,0.0,0.0,0.0,0.0
CZ-939D27AA,0.0,0.0,1,0.0,4950000.0,1,4950000.0,11485750.0,2,0.0,0.0,0.0,0,0,0,0,0,0.0,1713415.0,0.0,0.0,0.0,0.0,0.0,0.0
CZ-CE22B0E4,2550970.0,0.0,1,0.0,0.0,0,0.0,22970520.0,2,0.0,0.0,0.0,2,0,1,0,0,0.0,5881930.0,0.0,0.0,0.0,0.11105408149227793,0.0,0.0
CZ-C191D456,4165660.0,0.0,1,1.0,7590000.0,1,7590000.0,0.0,0,0.0,0.0,0.0,1,0,1,0,0,0.0,4947430.0,0.0,0.0,0.0,0.5488353096179183,0.0,0.0
CZ-7A1A8073,8225010.0,665480.0,1,0.0,2325000.0,1,2325000.0,0.0,0,0.0,0.0,0.0,1,0,1,1,0,0.0,3548750.0,0.0,0.0,0.0,1.0,0.08090932412240229,0.0
CZ-E02EDE87,97663140.0,5960080.0,1,1.0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0,0,0,0,0,0.0,14333030.0,0.0,0.0,0.0,0.0,0.06102691353155346,0.0
CZ-877ED33F,11007620.0,2650570.0,1,1.0,9575000.0,1,9575000.0,0.0,0,0.0,0.0,0.0,1,0,0,0,0,0.0,6877560.0,0.0,0.0,0.0,1.0,0.24079410444764626,0.0
CZ-AC47E0DF,0.0,0.0,1,0.0,818400.0,1,818400.0,21756290.0,1,0.0,0.0,0.0,0,0,0,1,0,0.0,3729710.0,0.0,0.0,0.0,0.0,0.0,0.0
CZ-0EF2B2B3,0.0,0.0,1,0.0,6300000.0,1,6300000.0,141974670.0,1,0.0,0.0,0.0,0,0,0,2,0,0.0,51110520.0,0.0,0.0,0.0,0.0,0.0,0.0
CZ-C6E7DFB1,40470890.0,7288730.0,1,1.0,12350000.0,2,8010000.0,0.0,0,0.0,0.0,0.0,1,0,1,1,0,0.0,49310870.0,0.0,0.0,0.0,1.0,0.18009809025697235,0.0
CZ-E70E358F,14038630.0,2025250.0,1,1.0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0,0,0,2,0,0.0,0.0,0.0,0.0,0.0,0.0,0.14426265240981492,0.0
CZ-BC59AEC0,0.0,0.0,1,0.0,6150000.0,1,6150000.0,56441490.0,1,0.0,0.0,0.0,1,0,1,0,0,0.0,16988740.0,0.0,0.0,0.0,0.0,0.0,0.0
CZ-3645D603,0.0,0.0,1,0.0,3990000.0,1,3990000.0,0.0,0,0.0,0.0,0.0,0,0,0,1,0,0.0,9953905.0,0.0,0.0,0.0,0.0,0.0,0.0
CZ-B4A452D4,0.0,0.0,1,0.0,0.0,0,0.0,189095060.0,1,0.0,0.0,0.0,0,0,0,1,0,0.0,109135440.0,0.0,0.0,0.0,0.0,0.0,0.0
CZ-8417BAAD,3339100.0,0.0,1,1.0,5039000.0,2,2975000.0,30767030.0,1,0.0,0.0,0.0,1,0,0,1,0,0.0,2276040.0,0.0,0.0,0.0,0.09325524220361765,0.0,0.0
CZ-4F8B28CB,0.0,0.0,1,0.0,0.0,0,0.0,37453140.0,1,0.0,0.0,0.0,2,0,1,0,0,0.0,23399100.0,0.0,0.0,0.0,0.0,0.0,0.0
CZ-1EF5D43C,6266200.0,456520.0,1,1.0,0.0,0,0.0,56069790.0,1,0.0,0.0,0.0,1,0,1,2,0,0.0,9295490.0,0.0,0.0,0.0,0.1117571512217185,0.07285436149500495,0.0
CZ-0D399F1B,0.0,0.0,1,0.0,9310000.0,1,9310000.0,0.0,0,0.0,0.0,0.0,2,0,2,0,0,0.0,166423173.33333334,0.0,0.0,0.0,0.0,0.0,0.0
CZ-7DB933A5,26267960.0,6035520.0,1,1.0,6480000.0,1,6480000.0,214103450.0,2,0.0,0.0,0.0,2,0,2,1,0,0.0,46313040.0,0.0,0.0,0.0,0.11908400199561663,0.22976736678447812,0.0
CZ-B38F569D,11829310.0,1669420.0,1,1.0,0.0,0,0.0,188433950.0,2,0.0,0.0,0.0,0,0,0,1,0,0.0,8594360.0,0.0,0.0,0.0,0.0627769571247644,0.14112572922681035,0.0
CZ-EFB8050F,18926590.0,2566550.0,1,1.0,950400.0,1,950400.0,0.0,1,0.0,0.0,0.0,0,0,0,0,0,0.0,40453870.0,0.0,0.0,0.0,1.0,0.13560551583777108,0.0
CZ-1E5A457E,2201210.0,0.0,1,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,1,0,1,0,0,0.0,4205280.0,0.0,0.0,0.0,0.0,0.0,0.0
CZ-AFEDB883,0.0,1453680.0,1,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0,0,0,0,0,0.0,5179860.0,0.0,0.0,0.0,0.0,0.0,0.0
CZ-146C705D,0.0,0.0,1,0.0,6475000.0,1,6475000.0,1055257840.0,3,0.0,0.0,0.0,2,0,1,0,0,0.0,81028830.0,0.0,0.0,0.0,0.0,0.0,0.0
